index	SI	LAB	MOHO	CTD	SV	PV	GEOID	FA	RHO_C	BG	EMAG2_CLASS	DEM	RHO_L	VOLC_DIST_W	REG	GLIM	lon	lat	grid_index	heat-flow (mW/m2)
3260	-0.6100209739739278	221.95427665759377	41.4367439363806	38.5496489700405	0.0680473308731575	0.0046410385866351	-32.45941020338594	-26.520717282040764	2894.1177257193795	-55.77073585145188	-0.1052779822303692	244.0	3348.616267389572	0.0	1	1	-94.17	39.083	889135	49.0
3261	-0.3467219956651587	266.1085528736495	44.55861714750526	39.52091383882899	0.0729172581170916	0.0023403731211828	-29.45892580787286	-1.615224721777059	2889.4868751096674	-40.02494060211113	-0.0841559641999808	284.0	3347.6341302049354	0.0	1	3	-94.17	41.692	912522	49.0
3262	-0.3467219956651587	266.1085528736495	44.55861714750526	39.52091383882899	0.0729172581170916	0.0023403731211828	-29.45892580787286	-1.615224721777059	2889.4868751096674	-40.02494060211113	-0.0841559641999808	284.0	3347.6341302049354	0.0	1	3	-94.16	41.66	912522	49.0
3263	-0.4088421334438041	260.3150394920822	44.05055979677759	40.02569402540112	0.0728028371676427	0.00201596808066	-30.09427279267492	-10.291628105000278	2886.862230975833	-47.67256066299109	-0.1110097963247744	295.0	3348.1749505356474	0.0	1	6	-94.1	41.562	910723	49.0
3264	0.11324197547944	273.9592773514017	45.43381992529162	38.1453837862527	0.0730445894691593	0.0045982023176109	-28.927046841924533	-15.695643482311844	2892.955214978096	-55.372612011342206	0.1014029774019887	344.0	3346.256052914826	0.0	1	6	-94.05	42.627	921517	39.0
3265	0.11324197547944	273.9592773514017	45.43381992529162	38.1453837862527	0.0730445894691593	0.0045982023176109	-28.927046841924533	-15.695643482311844	2892.955214978096	-55.372612011342206	0.1014029774019887	344.0	3346.256052914826	0.0	1	6	-94.05	42.63	921517	41.0
3266	0.11324197547944	273.9592773514017	45.43381992529162	38.1453837862527	0.0730445894691593	0.0045982023176109	-28.927046841924533	-15.695643482311844	2892.955214978096	-55.372612011342206	0.1014029774019887	344.0	3346.256052914826	0.0	1	6	-94.02	42.633	921517	38.0
3267	0.1532123464695893	276.8322438731762	41.5669032256479	31.288792369391345	0.0682604236049567	0.0058913664241877	-29.76541916424504	-8.160231332151522	2875.2924926189853	-48.98806229887082	-0.0271665328785707	355.0	3351.387565282176	0.0	1	7	-94.015	48.828	977286	44.3
3268	0.1532123464695893	276.8322438731762	41.5669032256479	31.288792369391345	0.0682604236049567	0.0058913664241877	-29.76541916424504	-8.160231332151522	2875.2924926189853	-48.98806229887082	-0.0271665328785707	355.0	3351.387565282176	0.0	1	7	-94.012	48.832	977286	43.8
3269	-0.3809541727344859	180.53066615398205	42.16065910599792	39.03372863243533	0.0470358837178766	0.0058340345707592	-28.925049995317146	3.636114647958936	2867.7383340818087	-37.03404473449051	-1.0	366.0	3334.198087499449	0.0	1	6	-94.01	36.117	862150	29.0
3270	-0.3429083155268415	182.9474429454185	42.47954754502163	37.85046610112339	0.0466700366721678	0.0059289988813687	-28.758652341897744	5.6128530157357375	2863.6895139028666	-34.94254392226808	-1.0	441.0	3336.612836497152	0.0	1	6	-93.95	36.03	862151	31.0
3271	-0.8328111539371003	161.9458242305928	37.47165625018869	30.59364953940794	0.0247083369766897	-0.0005076471307611	-28.944616977907955	-13.437379653008716	2791.5372684302897	-35.06853854401045	0.0445933317213343	508.0	3321.235382385519	0.0	2	3	-93.83	34.383	847759	46.0
3272	0.1116158754519204	262.62372651028613	38.59730788326409	34.2562210458412	0.0792615585077877	0.0037492739535519	-31.99142929301888	1.191925916655426	2818.0660254776703	-41.16880862403397	0.0537841231356629	403.0	3356.007586128252	0.0	1	9	-93.813	51.012	995277	27.4
3273	-0.0292805214390216	260.0836060661436	37.81558579663049	34.493550412625474	0.080589831588275	0.0035728827062007	-32.40315607569658	-0.8481127934016055	2810.447509740114	-43.077833203646456	0.0974130039678798	393.0	3358.1111391030904	0.0	1	9	-93.76	51.104	997077	30.3
3274	0.080251506393225	267.5303196879769	40.81329876122238	31.92874780359495	0.0723193478853269	0.0056288077924288	-30.813822902143336	2.1554538772536054	2858.9678868274527	-41.288715457053925	-0.07012130738872	405.0	3353.870673433215	0.0	1	9	-93.755	49.673	984484	34.0
3275	0.080251506393225	267.5303196879769	40.81329876122238	31.92874780359495	0.0723193478853269	0.0056288077924288	-30.813822902143336	2.1554538772536054	2858.9678868274527	-41.288715457053925	-0.07012130738872	405.0	3353.870673433215	0.0	1	9	-93.74	49.69	984484	40.0
3276	-0.0292805214390216	260.0836060661436	37.81558579663049	34.493550412625474	0.080589831588275	0.0035728827062007	-32.40315607569658	-0.8481127934016055	2810.447509740114	-43.077833203646456	0.0974130039678798	393.0	3358.1111391030904	0.0	1	9	-93.734	51.05	997077	43.9
3277	0.080251506393225	267.5303196879769	40.81329876122238	31.92874780359495	0.0723193478853269	0.0056288077924288	-30.813822902143336	2.1554538772536054	2858.9678868274527	-41.288715457053925	-0.07012130738872	405.0	3353.870673433215	0.0	1	9	-93.725	49.663	984484	44.0
3278	0.0429686011315244	274.72144752619454	41.37930411298082	30.98357129807394	0.0712883903002039	0.0056978298285461	-30.20407746839971	-0.447458505965546	2863.5854600695648	-43.16012419809643	-0.0357545900943061	367.0	3354.790619746592	0.0	1	2	-93.718	49.292	980886	31.1
3279	-0.0292805214390216	260.0836060661436	37.81558579663049	34.493550412625474	0.080589831588275	0.0035728827062007	-32.40315607569658	-0.8481127934016055	2810.447509740114	-43.077833203646456	0.0974130039678798	393.0	3358.1111391030904	0.0	1	9	-93.715	51.032	997077	32.4
3280	0.6428293426264426	282.89579806337497	44.27343158991495	35.94249262381675	0.0641555931407429	0.0002536557064446	-27.17009346646619	10.858153363875577	2897.565187130904	-30.53385627010571	0.0611782324402645	385.0	3347.717658777009	0.0	1	11	-93.7	46.1	952102	43.0
3281	0.080251506393225	267.5303196879769	40.81329876122238	31.92874780359495	0.0723193478853269	0.0056288077924288	-30.813822902143336	2.1554538772536054	2858.9678868274527	-41.288715457053925	-0.07012130738872	405.0	3353.870673433215	0.0	1	9	-93.687	49.687	984484	46.0
3282	-0.0079956688227062	274.14526684234573	41.22098241352138	30.921325708914253	0.0719625606109626	0.0056863470268078	-31.22791997598404	0.9783971069787348	2861.4706185631367	-42.46532677624023	-0.0992835450130214	407.0	3355.365147305014	0.0	1	9	-93.467	49.433	982686	49.0
